,names,mass,distance,discovery_year,stellar_magnitude
2634,Kepler-1716 b,6.46 Earths,638,2021,13.129
2635,Kepler-1717 b,9.21 Earths,3291,2021,13.323
2636,Kepler-1718 b,7.12 Earths,1225,2021,12.821
2637,Kepler-1719 b,14.8 Earths,2953,2021,13.478
2638,Kepler-171 b,6.08 Earths,2818,2014,15.101
2639,Kepler-171 c,7.08 Earths,2818,2014,15.101
2640,Kepler-171 d,4.23 Earths,2818,2014,15.101
2641,Kepler-1720 b,10.4 Earths,2053,2021,14.822
2642,Kepler-1721 b,9.9 Earths,2092,2021,15.085
2643,Kepler-1722 b,8.58 Earths,2519,2021,14.997
2644,Kepler-1723 b,8.65 Earths,2646,2021,14.383
2645,Kepler-1724 b,8.43 Earths,3460,2021,14.961
2646,Kepler-1725 b,8.31 Earths,1822,2021,13.153
2647,Kepler-1726 b,6.84 Earths,1274,2021,13.851
2648,Kepler-1727 b,10.2 Earths,2917,2021,15.751
2649,Kepler-1728 b,9.04 Earths,2126,2021,15.279
2650,Kepler-1729 b,14.4 Earths,1880,2021,15.676
2651,Kepler-172 b,6.12 Earths,2703,2014,14.703
2652,Kepler-172 c,8.55 Earths,2703,2014,14.703
2653,Kepler-172 d,5.69 Earths,2703,2014,14.703
2654,Kepler-172 e,8.05 Earths,2703,2014,14.703
2655,Kepler-1730 b,18.4 Earths,4655,2021,15.478
2656,Kepler-1731 b,8.92 Earths,554,2021,12.742
2657,Kepler-1732 b,15.7 Earths,4206,2021,14.884
2658,Kepler-1733 b,12.8 Earths,6787,2021,15.612
2659,Kepler-1734 b,9.74 Earths,4837,2021,15.598
2660,Kepler-1735 b,1.84 Earths,800,2021,15.896
2661,Kepler-1736 b,14.3 Earths,4665,2021,14.808
2662,Kepler-1737 b,25.1 Earths,,2021,15.498
2663,Kepler-1738 b,8.37 Earths,4250,2021,15.649
2664,Kepler-1739 b,6.48 Earths,2556,2021,14.899
2665,Kepler-173 b,2.21 Earths,2718,2014,14.357
2666,Kepler-173 c,6.48 Earths,2718,2014,14.357
2667,Kepler-1740 b,11 Earths,3463,2021,15.454
2668,Kepler-1741 b,2.16 Earths,883,2021,16.154
2669,Kepler-1742 b,5.38 Earths,2184,2021,14.512
2670,Kepler-1743 b,3.18 Earths,1758,2021,12.062
2671,Kepler-1744 b,13.6 Earths,3561,2021,15.566
2672,Kepler-1745 b,4.38 Earths,3249,2021,14.854
2673,Kepler-1746 b,0.186 Jupiters,3195,2021,13.572
2674,Kepler-1747 b,16.8 Earths,4310,2021,16.1966
2675,Kepler-1748 b,7.81 Earths,3534,2021,16.004
2676,Kepler-1749 b,3.23 Earths,875,2021,14.95
2677,Kepler-174 b,4.5 Earths,1255,2014,14.53
2678,Kepler-174 c,2.83 Earths,1255,2014,14.53
2679,Kepler-174 d,5.43 Earths,1255,2014,14.53
2680,Kepler-1750 b,30.1 Earths,4884,2021,15.702
2681,Kepler-1751 b,3.98 Earths,4213,2021,15.455
2682,Kepler-1752 b,18.7 Earths,3141,2021,16.0249
2683,Kepler-1753 b,5.59 Earths,2308,2021,15.59
2684,Kepler-1754 b,6.53 Earths,2345,2021,16.007
2685,Kepler-1755 b,29.4 Earths,3205,2021,14.544
2686,Kepler-1756 b,2.77 Earths,,2021,15.736
2687,Kepler-1757 b,8.99 Earths,2633,2021,15.817
2688,Kepler-1758 b,7.13 Earths,5181,2021,15.119
2689,Kepler-1759 b,0.676 Earths,1257,2021,14.532
2690,Kepler-175 b,7.08 Earths,4281,2014,15.225
2691,Kepler-175 c,9.8 Earths,4281,2014,15.225
2692,Kepler-1760 b,5.86 Earths,,2021,14.472
2693,Kepler-1761 b,2.51 Earths,722,2021,15.619
2694,Kepler-1762 b,8.05 Earths,5427,2021,15.239
2695,Kepler-1763 b,1.59 Earths,2468,2021,13.634
2696,Kepler-1764 b,18.8 Earths,5032,2021,14.91
2697,Kepler-1765 b,6.78 Earths,2494,2021,15.04
2698,Kepler-1766 b,5.81 Earths,1635,2021,12.96
2699,Kepler-1767 b,9.34 Earths,2676,2021,16.206
2700,Kepler-1768 b,5.62 Earths,2064,2021,13.565
2701,Kepler-1769 b,18.2 Earths,1430,2021,12.487
2702,Kepler-176 b,2.63 Earths,1720,2014,14.767
2703,Kepler-176 c,23 Earths,1720,2014,14.767
2704,Kepler-176 d,15.2 Earths,1720,2014,14.767
2705,Kepler-176 e,2.7 Earths,1720,2016,14.767
2706,Kepler-1770 b,8.45 Earths,1902,2021,14.418
2707,Kepler-1771 b,15.5 Earths,1845,2021,13.802
2708,Kepler-1772 b,7.68 Earths,2843,2021,13.546
2709,Kepler-1773 b,12.1 Earths,2222,2021,13.085
2710,Kepler-1774 b,10.2 Earths,2664,2021,14.02
2711,Kepler-1775 b,12.9 Earths,2143,2021,13.429
2712,Kepler-1776 b,7.33 Earths,2252,2021,13.68
2713,Kepler-1777 b,5.19 Earths,2020,2021,14.112
2714,Kepler-1778 b,9.36 Earths,4163,2021,15.273
2715,Kepler-1779 b,9.44 Earths,2964,2021,15.132
2716,Kepler-177 b,5.84 Earths,4682,2013,15.171
2717,Kepler-177 c,14.7 Earths,4682,2013,15.171
2718,Kepler-1780 b,12.7 Earths,2579,2021,14.907
2719,Kepler-1781 b,6.26 Earths,3140,2021,15.713
2720,Kepler-1782 b,5.6 Earths,997,2021,13.875
2721,Kepler-1783 b,2.3 Earths,861,2021,13.309
2722,Kepler-1784 b,8.24 Earths,2880,2021,15.423
2723,Kepler-1785 b,7.77 Earths,2433,2021,14.245
2724,Kepler-1786 b,10.1 Earths,2818,2021,14.088
2725,Kepler-1787 b,5.99 Earths,2540,2021,14.564
2726,Kepler-1788 b,6.25 Earths,1828,2021,15.484
2727,Kepler-1789 b,8.4 Earths,1995,2021,14.449
2728,Kepler-178 b,8.75 Earths,2336,2014,14.876
2729,Kepler-178 c,8.65 Earths,2336,2014,14.876
2730,Kepler-178 d,14.8 Earths,2336,2014,14.876
2731,Kepler-1790 b,10 Earths,3491,2021,14.179
2732,Kepler-1791 b,9.91 Earths,1964,2021,13.529
2733,Kepler-1792 b,6.89 Earths,1961,2021,15.566
2734,Kepler-1793 b,13.8 Earths,3881,2021,15.949
2735,Kepler-1794 b,3.87 Earths,1831,2021,15.497
2736,Kepler-1795 b,3.4 Earths,,2021,16.188
2737,Kepler-1796 b,8 Earths,2694,2021,14.493
2738,Kepler-1797 b,9.58 Earths,4366,2021,15.421
2739,Kepler-1798 b,5.94 Earths,1289,2021,16.391
2740,Kepler-1799 b,15.9 Earths,7355,2021,15.99
2741,Kepler-179 b,3.33 Earths,1976,2014,14.772
2742,Kepler-179 c,4.66 Earths,1976,2014,14.772
2743,Kepler-17 b,2.45 Jupiters,2351,2011,14.314
2744,Kepler-1800 b,0.961 Earths,1143,2021,13.194
2745,Kepler-1801 b,7.8 Earths,2738,2021,15.28
2746,Kepler-1802 b,3.43 Earths,2077,2021,15.905
2747,Kepler-1802 c,6 Earths,2077,2021,15.905
2748,Kepler-1804 b,3.18 Earths,1417,2021,14.679
2749,Kepler-1805 b,3 Earths,723,2021,15.536
2750,Kepler-1806 b,6.15 Earths,3190,2021,16.173
2751,Kepler-1807 b,7.77 Earths,4238,2021,14.127
2752,Kepler-1808 b,9.4 Earths,3334,2021,15.424
2753,Kepler-1809 b,2.9 Earths,1336,2021,14.271
2754,Kepler-180 b,2.86 Earths,2269,2014,14.488
2755,Kepler-180 c,9.32 Earths,2269,2014,14.488
2756,Kepler-1810 b,14.6 Earths,3294,2021,15.4
2757,Kepler-1811 b,14.1 Earths,4536,2021,15.327
2758,Kepler-1812 b,6.01 Earths,4597,2021,15.631
2759,Kepler-1813 b,2.58 Earths,,2021,15.639
2760,Kepler-1814 b,6.21 Earths,2369,2021,15.814
2761,Kepler-1815 b,7.99 Earths,3284,2021,15.621
2762,Kepler-1816 b,4.53 Earths,1428,2021,14.734
2763,Kepler-1817 b,5.79 Earths,2442,2021,15.346
2764,Kepler-1818 b,3.58 Earths,3375,2021,14.514
2765,Kepler-1819 b,14.5 Earths,4447,2021,15.489
2766,Kepler-181 b,2.15 Earths,1987,2014,14.854
2767,Kepler-181 c,4.62 Earths,1987,2014,14.854
2768,Kepler-1820 b,9.9 Earths,4650,2021,15.759
2769,Kepler-1821 b,7.24 Earths,2609,2021,14.795
2770,Kepler-1822 b,7.5 Earths,2928,2021,15.804
2771,Kepler-1823 b,5 Earths,2365,2021,13.477
2772,Kepler-1824 b,6.26 Earths,3393,2021,14.976
2773,Kepler-1825 b,2.61 Earths,1403,2021,14.605
2774,Kepler-1826 b,2.78 Earths,1099,2021,16.83
2775,Kepler-1827 b,4.1 Earths,2239,2021,13.228
2776,Kepler-1828 b,5.13 Earths,2844,2021,14.985
2777,Kepler-1829 b,6.71 Earths,2218,2021,15.218
2778,Kepler-182 b,7.18 Earths,5053,2014,14.942
2779,Kepler-182 c,11.6 Earths,5053,2014,14.942
2780,Kepler-1830 b,11.1 Earths,3448,2021,13.605
2781,Kepler-1831 b,4.54 Earths,3436,2021,15.158
2782,Kepler-1832 b,2.02 Earths,1586,2021,14.577
2783,Kepler-1833 b,2.24 Earths,1930,2021,12.645
2784,Kepler-1834 b,2.73 Earths,1632,2021,15.18
2785,Kepler-1835 b,12.2 Earths,4581,2021,15.615
2786,Kepler-1836 b,7.05 Earths,4804,2021,15.558
2787,Kepler-1837 b,4.92 Earths,4010,2021,15.48
2788,Kepler-1838 b,3.4 Earths,1472,2021,11.443
2789,Kepler-1839 b,4.46 Earths,3708,2021,14.935
2790,Kepler-183 b,4.9 Earths,3427,2014,14.993
2791,Kepler-183 c,35.7 Earths,3427,2014,14.993
2792,Kepler-1840 b,8.13 Earths,1674,2021,15.192
2793,Kepler-1841 b,2.82 Earths,2061,2021,14.855
2794,Kepler-1842 b,6.14 Earths,3013,2021,14.746
2795,Kepler-1843 b,7.8 Earths,2559,2021,13.086
2796,Kepler-1844 b,9.46 Earths,5886,2021,15.995
2797,Kepler-1845 b,6.52 Earths,2318,2021,16.117
2798,Kepler-1846 b,3.76 Earths,1222,2021,14.412
2799,Kepler-1847 b,7.97 Earths,5525,2021,16.027
2800,Kepler-1848 b,2.57 Earths,1010,2021,13.887
2801,Kepler-1849 b,6.29 Earths,2061,2021,15.997
2802,Kepler-184 b,6.17 Earths,1991,2014,14.42
2803,Kepler-184 c,8.8 Earths,1991,2014,14.42
2804,Kepler-184 d,6.76 Earths,1991,2014,14.42
2805,Kepler-1850 b,0.313 Earths,816,2021,14.44
2806,Kepler-1851 b,14.5 Earths,5186,2021,15.699
2807,Kepler-1852 b,4.22 Earths,2520,2021,15.726
2808,Kepler-1853 b,2.92 Earths,1834,2021,15.229
2809,Kepler-1854 b,7.21 Earths,1381,2021,14.381
2810,Kepler-1855 b,1.96 Earths,,2021,16.556
2811,Kepler-1856 b,3.66 Earths,2769,2021,15.621
2812,Kepler-1857 b,4.5 Earths,2783,2021,14.36
2813,Kepler-1858 b,6.44 Earths,2717,2021,15.959
2814,Kepler-1859 b,3.13 Earths,4343,2021,15.178
2815,Kepler-185 b,1.71 Earths,1522,2014,14.562
2816,Kepler-185 c,4.74 Earths,1522,2014,14.562
2817,Kepler-1860 b,1.55 Earths,1431,2021,13.569
2818,Kepler-1861 b,5.5 Earths,2707,2021,13.709
2819,Kepler-1862 b,5.49 Earths,4019,2021,15.847
2820,Kepler-1863 b,5.74 Earths,2823,2021,13.64
2821,Kepler-1864 b,0.353 Earths,975,2021,12.123
2822,Kepler-1865 b,3.11 Earths,3008,2021,15.468
2823,Kepler-1866 b,4.99 Earths,3186,2021,14.418
2824,Kepler-1867 b,1.65 Earths,2220,2021,13.549
2825,Kepler-1868 b,10.1 Earths,894,2021,14.157
2826,Kepler-1869 b,1.46 Earths,369,2021,10.31
2827,Kepler-186 b,1.24 Earths,579,2014,15.138
2828,Kepler-186 c,2.1 Earths,579,2014,15.138
2829,Kepler-186 d,2.54 Earths,579,2014,15.138
2830,Kepler-186 e,2.15 Earths,579,2014,15.138
2831,Kepler-186 f,1.71 Earths,579,2014,15.138
2832,Kepler-1870 b,5.07 Earths,1328,2021,13.566
2833,Kepler-1871 b,6.44 Earths,2788,2021,14.822
2834,Kepler-1872 b,6.28 Earths,2741,2021,15.966
2835,Kepler-1873 b,3.28 Earths,2678,2021,15.889
2836,Kepler-1874 b,5.52 Earths,1331,2021,15.434
2837,Kepler-1875 b,10.5 Earths,5416,2021,15.201
2838,Kepler-1876 b,0.905 Earths,848,2021,10.793
2839,Kepler-1877 b,0.179 Earths,931,2021,12.29
2840,Kepler-1878 b,8.86 Earths,4874,2021,15.587
2841,Kepler-1879 b,4.92 Earths,2046,2021,12.825
2842,Kepler-187 b,2.57 Earths,3728,2014,14.297
2843,Kepler-187 c,7.61 Earths,3728,2014,14.297
2844,Kepler-1880 b,5.13 Earths,1993,2021,16.088
2845,Kepler-1881 b,9.17 Earths,3449,2021,15.898
2846,Kepler-1882 b,2.81 Earths,1446,2021,12.516
2847,Kepler-1883 b,10.6 Earths,4494,2021,15.642
2848,Kepler-1884 b,3.95 Earths,4707,2021,15.433
2849,Kepler-1885 b,2.89 Earths,2670,2021,14.851
2850,Kepler-1886 b,7.18 Earths,3456,2021,15.627
2851,Kepler-1887 b,8.88 Earths,4456,2021,15.955
2852,Kepler-1888 b,2.32 Earths,1314,2021,12.099
2853,Kepler-1889 b,8.98 Earths,4551,2021,15.715
2854,Kepler-188 b,3.46 Earths,3159,2014,14.719
2855,Kepler-188 c,10.3 Earths,3159,2014,14.719
2856,Kepler-1890 b,0.587 Earths,1728,2021,12.916
2857,Kepler-1891 b,2.93 Earths,1945,2021,14.412
2858,Kepler-1892 b,4.03 Earths,2778,2021,15.592
2859,Kepler-1893 b,3.55 Earths,3427,2021,15.152
2860,Kepler-1894 b,1.87 Earths,3051,2021,15.452
2861,Kepler-1895 b,5.14 Earths,3210,2021,15.787
2862,Kepler-1896 b,9.8 Earths,5653,2021,15.844
2863,Kepler-1897 b,8.32 Earths,3207,2021,16.01
2864,Kepler-1898 b,0.76 Earths,1177,2021,13.387
2865,Kepler-1899 b,3.02 Earths,2321,2021,16.136
2866,Kepler-189 b,1.92 Earths,1930,2014,14.971
2867,Kepler-189 c,22.7 Earths,1930,2014,14.971
2868,Kepler-18 b,6.9 Earths,1413,2011,13.771
2869,Kepler-18 c,17.3 Earths,1413,2011,13.771
2870,Kepler-18 d,16.4 Earths,1413,2011,13.771
2871,Kepler-1900 b,3.27 Earths,5025,2021,15.502
2872,Kepler-1901 b,2.77 Earths,3355,2021,15.097
2873,Kepler-1902 b,1.74 Earths,1123,2021,16.113
2874,Kepler-1903 b,5.85 Earths,5791,2021,15.456
2875,Kepler-1904 b,2.51 Earths,884,2021,16.367
2876,Kepler-1905 b,2.69 Earths,3430,2021,15.086
2877,Kepler-1906 b,8.13 Earths,4438,2021,15.322
2878,Kepler-1907 b,0.589 Earths,953,2021,13.989
2879,Kepler-1907 c,1.63 Earths,953,2021,13.989
2880,Kepler-1909 b,1.33 Earths,2491,2021,15.933
2881,Kepler-190 b,3.05 Earths,1414,2014,14.336
2882,Kepler-190 c,2.73 Earths,1414,2014,14.336
2883,Kepler-1910 b,1.78 Earths,,2021,16.092
2884,Kepler-1911 b,1.01 Earths,880,2021,12.245
2885,Kepler-1912 b,2.41 Earths,969,2021,12.36
2886,Kepler-1913 b,2.92 Earths,2858,2021,14.814
2887,Kepler-1914 b,8.97 Earths,5290,2021,15.911
2888,Kepler-1915 b,10.4 Earths,4941,2021,16.261
2889,Kepler-1916 b,7.35 Earths,6706,2021,15.779
2890,Kepler-1917 b,4.23 Earths,2965,2021,15.474
2891,Kepler-1918 b,5.89 Earths,3360,2021,15.533
2892,Kepler-1919 b,7.38 Earths,3841,2021,16.161
2893,Kepler-191 b,2.36 Earths,1939,2014,14.987
2894,Kepler-191 c,4.12 Earths,1939,2014,14.987
2895,Kepler-191 d,5.82 Earths,1939,2016,14.987
2896,Kepler-1920 b,9.03 Earths,2890,2021,14.392
2897,Kepler-1921 b,8.72 Earths,3030,2021,13.103
2898,Kepler-1922 b,5.86 Earths,4385,2021,15.388
2899,Kepler-1923 b,4.5 Earths,3232,2021,14.454
2900,Kepler-1924 b,7.53 Earths,6233,2021,15.084
2901,Kepler-1925 b,9.28 Earths,5778,2021,15.382
2902,Kepler-1926 b,5.97 Earths,2177,2021,15.8
2903,Kepler-1927 b,11.5 Earths,3559,2021,13.312
2904,Kepler-1928 b,5.25 Earths,1065,2021,12.679
2905,Kepler-1929 b,9.65 Earths,1658,2021,11.788
2906,Kepler-192 b,7.95 Earths,2126,2014,14.308
2907,Kepler-192 c,8.2 Earths,2126,2014,14.308
2908,Kepler-192 d,1.04 Earths,2126,2016,14.308
2909,Kepler-1930 b,2.95 Earths,899,2021,13.447
2910,Kepler-1931 b,7.53 Earths,2023,2021,12.671
2911,Kepler-1932 b,2.91 Earths,2328,2021,15.286
2912,Kepler-1933 b,1.76 Earths,1070,2021,12.81
2913,Kepler-1934 b,0.702 Earths,1398,2021,12.874
2914,Kepler-1935 b,6.82 Earths,2951,2021,14.522
2915,Kepler-1936 b,10.2 Earths,2842,2021,13.393
2916,Kepler-1937 b,9.39 Earths,2952,2021,14.163
2917,Kepler-1938 b,4 Earths,1374,2021,15.246
2918,Kepler-1939 b,1.68 Earths,619,2021,13.622
2919,Kepler-193 b,6.3 Earths,3292,2014,14.712
2920,Kepler-193 c,8 Earths,3292,2014,14.712
2921,Kepler-1940 b,3.01 Earths,2605,2021,15.674
2922,Kepler-1941 b,7.51 Earths,4875,2021,14.943
2923,Kepler-1942 b,5.13 Earths,2748,2021,14.91
2924,Kepler-1943 b,3.02 Earths,3277,2021,13.868
2925,Kepler-1944 b,8.05 Earths,3511,2021,15.582
2926,Kepler-1945 b,2.21 Earths,,2021,13.586
2927,Kepler-1946 b,6.75 Earths,3269,2021,15.508
2928,Kepler-1947 b,1.01 Earths,1529,2021,12.973
2929,Kepler-1948 b,1.09 Earths,633,2021,14.569
2930,Kepler-1949 b,5.56 Earths,8538,2021,15.231
2931,Kepler-194 b,2.89 Earths,3582,2014,14.969
2932,Kepler-194 c,7.22 Earths,3582,2014,14.969
2933,Kepler-194 d,6.35 Earths,3582,2014,14.969
2934,Kepler-1950 b,2.95 Earths,2274,2021,14.845
2935,Kepler-1951 b,6 Earths,4167,2021,14.367
2936,Kepler-1952 b,2.07 Earths,2779,2021,13.828
2937,Kepler-1953 b,2.2 Earths,1976,2021,15.936
2938,Kepler-1954 b,3.9 Earths,4481,2021,15.875
2939,Kepler-1955 b,1.69 Earths,1466,2021,12.609
2940,Kepler-1956 b,1.32 Earths,1176,2021,15.989
2941,Kepler-1957 b,0.79 Earths,1503,2021,15.13
2942,Kepler-1958 b,4.86 Earths,4307,2021,15.486
2943,Kepler-1959 b,1.57 Earths,1563,2021,14.797
2944,Kepler-195 b,4.78 Earths,2127,2014,14.863
2945,Kepler-195 c,3.02 Earths,2127,2014,14.863
2946,Kepler-1960 b,2.26 Earths,4983,2021,15.181
2947,Kepler-1961 b,3.25 Earths,3400,2021,15.809
2948,Kepler-1962 b,1.95 Earths,2828,2021,15.146
2949,Kepler-1963 b,0.337 Earths,1608,2021,14.054
2950,Kepler-1964 b,3.83 Earths,,2021,16.363
2951,Kepler-1965 b,2.4 Earths,1702,2021,13.839
2952,Kepler-1966 b,1.39 Earths,1581,2021,15.222
2953,Kepler-1967 b,0.315 Earths,813,2021,13.519
2954,Kepler-1968 b,2.86 Earths,2450,2021,16.303
2955,Kepler-1969 b,3.47 Earths,3929,2021,15.851
2956,Kepler-196 b,4.27 Earths,1472,2014,14.239
2957,Kepler-196 c,5.65 Earths,1472,2014,14.239
2958,Kepler-196 d,7.56 Earths,1472,2021,14.239
2959,Kepler-1972 b,2.02 Earths,937,2014,11.23
2960,Kepler-1972 c,2.11 Earths,937,2014,11.23
2961,Kepler-197 b,1.04 Earths,1078,2014,11.775
2962,Kepler-197 c,5.3 Earths,1078,2014,11.775
2963,Kepler-197 d,1.98 Earths,1078,2014,11.775
2964,Kepler-197 e,0.693 Earths,1078,2014,11.775
2965,Kepler-198 b,8.35 Earths,1616,2014,13.684
2966,Kepler-198 c,6.66 Earths,1616,2014,13.684
2967,Kepler-198 d,2.96 Earths,1616,2016,13.684
2968,Kepler-199 b,9.85 Earths,1700,2014,13.796
2969,Kepler-199 c,10.6 Earths,1700,2014,13.796
2970,Kepler-19 b,8.4 Earths,713,2011,12.035
2971,Kepler-19 c,13.1 Earths,713,2011,12.035
2972,Kepler-19 d,22.5 Earths,713,2017,12.035
2973,Kepler-200 b,5.18 Earths,2172,2014,13.932
2974,Kepler-200 c,3.15 Earths,2172,2014,13.932
2975,Kepler-201 b,6.62 Earths,2076,2014,12.991
2976,Kepler-201 c,8.5 Earths,2076,2014,12.991
2977,Kepler-202 b,3.29 Earths,930,2014,14.178
2978,Kepler-202 c,4.08 Earths,930,2014,14.178
2979,Kepler-203 b,7.13 Earths,2294,2014,14.14
2980,Kepler-203 c,2.36 Jupiters,2294,2014,14.14
2981,Kepler-203 d,33.9 Earths,2294,2014,14.14
2982,Kepler-204 b,6.94 Earths,2240,2014,13.977
2983,Kepler-204 c,3.86 Earths,2240,2014,13.977
2984,Kepler-205 b,2.89 Earths,521,2014,13.779
2985,Kepler-205 c,3.33 Earths,521,2014,13.779
2986,Kepler-206 b,1.87 Earths,1939,2014,13.507
2987,Kepler-206 c,3.78 Earths,1939,2014,13.507
2988,Kepler-206 d,1.81 Earths,1939,2014,13.507
2989,Kepler-207 b,3.09 Earths,2856,2014,13.164
2990,Kepler-207 c,2.86 Earths,2856,2014,13.164
2991,Kepler-207 d,11 Earths,2856,2014,13.164
2992,Kepler-208 b,3.29 Earths,2529,2014,13.561
2993,Kepler-208 c,2.51 Earths,2529,2014,13.561
2994,Kepler-208 d,1.87 Earths,2529,2014,13.561
2995,Kepler-208 e,2.79 Earths,2529,2014,13.561
2996,Kepler-209 b,5.73 Earths,1882,2014,14.132
2997,Kepler-209 c,9.8 Earths,1882,2014,14.132
2998,Kepler-20 b,9.7 Earths,922,2011,12.61
2999,Kepler-20 c,12.75 Earths,922,2011,12.61
3000,Kepler-20 d,10.07 Earths,922,2011,12.61
3001,Kepler-20 e,3.08 Earths,922,2011,12.61
3002,Kepler-20 f,14.3 Earths,922,2011,12.61
3003,Kepler-20 g,19.96 Earths,922,2016,12.61
3004,Kepler-210 b,8.96 Earths,759,2014,14.126
3005,Kepler-210 c,12.8 Earths,759,2014,14.126
3006,Kepler-211 b,2.13 Earths,1009,2014,13.448
3007,Kepler-211 c,18.3 Earths,1009,2014,13.448
3008,Kepler-212 b,1.32 Earths,2242,2014,13.129
3009,Kepler-212 c,7.95 Earths,2242,2014,13.129
3010,Kepler-213 b,3.26 Earths,2071,2014,13.705
3011,Kepler-213 c,6.08 Earths,2071,2014,13.705
3012,Kepler-214 b,7.32 Earths,3942,2014,14.057
3013,Kepler-214 c,5.18 Earths,3942,2014,14.057
3014,Kepler-215 b,3.26 Earths,1585,2014,13.678
3015,Kepler-215 c,3.78 Earths,1585,2014,13.678
3016,Kepler-215 d,23.6 Earths,1585,2014,13.678
3017,Kepler-215 e,3.71 Earths,1585,2014,13.678
3018,Kepler-216 b,6.12 Earths,3874,2014,14.054
3019,Kepler-216 c,9.48 Earths,3874,2014,14.054
3020,Kepler-217 b,5.6 Earths,3603,2014,13.155
3021,Kepler-217 c,4.08 Earths,3603,2014,13.155
3022,Kepler-217 d,2.3 Earths,3603,2016,13.155
3023,Kepler-218 b,2.79 Earths,2141,2014,14.035
3024,Kepler-218 c,10 Earths,2141,2014,14.035
3025,Kepler-218 d,7.56 Earths,2141,2016,14.035
3026,Kepler-219 b,9.01 Earths,2567,2014,13.823
3027,Kepler-219 c,12.5 Earths,2567,2014,13.823
3028,Kepler-219 d,19.1 Earths,2567,2014,13.823
3029,Kepler-21 b,5.08 Earths,354,2012,8.25
3030,Kepler-220 b,0.457 Earths,558,2014,13.049
3031,Kepler-220 c,3.09 Earths,558,2014,13.049
3032,Kepler-220 d,0.904 Earths,558,2014,13.049
3033,Kepler-220 e,2.33 Earths,558,2014,13.049
3034,Kepler-221 b,3.57 Earths,1257,2014,13.97
3035,Kepler-221 c,15.1 Earths,1257,2014,13.97
3036,Kepler-221 d,7.9 Earths,1257,2014,13.97
3037,Kepler-221 e,7.41 Earths,1257,2014,13.97
3038,Kepler-222 b,10.1 Earths,2475,2014,15.407
3039,Kepler-222 c,19.4 Earths,2475,2014,15.407
3040,Kepler-222 d,13.2 Earths,2475,2014,15.407
3041,Kepler-223 b,7.4 Earths,6066,2014,15.69
3042,Kepler-223 c,5.1 Earths,6066,2014,15.69
3043,Kepler-223 d,8 Earths,6066,2014,15.69
3044,Kepler-223 e,4.8 Earths,6066,2014,15.69
3045,Kepler-224 b,2.51 Earths,2551,2014,15.801
3046,Kepler-224 c,9.91 Earths,2551,2014,15.801
3047,Kepler-224 d,5.9 Earths,2551,2014,15.801
3048,Kepler-224 e,4.54 Earths,2551,2014,15.801
3049,Kepler-225 b,1.87 Earths,1830,2014,16.294
3050,Kepler-225 c,4.04 Earths,1830,2014,16.294
3051,Kepler-226 b,24 Earths,3197,2014,15.563
3052,Kepler-226 c,0.142 Jupiters,3197,2014,15.563
3053,Kepler-226 d,1.98 Earths,3197,2014,15.563
3054,Kepler-227 b,9.85 Earths,3533,2014,15.623
3055,Kepler-227 c,9.48 Earths,3533,2014,15.623
3056,Kepler-228 b,2.96 Earths,5365,2014,15.902
3057,Kepler-228 c,7.75 Earths,5365,2014,15.902
3058,Kepler-228 d,15.4 Earths,5365,2014,15.902
3059,Kepler-229 b,5.48 Earths,2695,2014,16.22
3060,Kepler-229 c,21.5 Earths,2695,2014,16.22
3061,Kepler-229 d,14.2 Earths,2695,2014,16.22
3062,Kepler-22 b,36 Earths,635,2011,11.751
3063,Kepler-230 b,16.8 Earths,2416,2014,15.264
3064,Kepler-230 c,4.82 Earths,2416,2014,15.264
3065,Kepler-231 b,35.4 Earths,1033,2014,15.813
3066,Kepler-231 c,24.1 Earths,1033,2014,15.813
3067,Kepler-232 b,9.69 Earths,4401,2014,15.565
3068,Kepler-232 c,14 Earths,4401,2014,15.565
3069,Kepler-233 b,6.48 Earths,2794,2014,15.477
3070,Kepler-233 c,7.8 Earths,2794,2014,15.477
3071,Kepler-234 b,13.2 Earths,5653,2014,15.747
3072,Kepler-234 c,12.1 Earths,5653,2014,15.747
3073,Kepler-235 b,5.6 Earths,1396,2014,16.567
3074,Kepler-235 c,2.18 Earths,1396,2014,16.567
3075,Kepler-235 d,4.86 Earths,1396,2014,16.567
3076,Kepler-235 e,5.56 Earths,1396,2014,16.567
3077,Kepler-236 b,3.09 Earths,942,2014,16.014
3078,Kepler-236 c,4.66 Earths,942,2014,16.014
3079,Kepler-237 b,2.57 Earths,2146,2014,15.689
3080,Kepler-237 c,4.98 Earths,2146,2014,15.689
3081,Kepler-238 b,3.64 Earths,5868,2014,15.297
3082,Kepler-238 c,6.3 Earths,5868,2014,15.297
3083,Kepler-238 d,9.64 Earths,5868,2014,15.297
3084,Kepler-238 e,0.534 Jupiters,5868,2013,15.297
3085,Kepler-238 f,13.5 Earths,5868,2013,15.297
3086,Kepler-239 b,6.04 Earths,2114,2014,15.252
3087,Kepler-239 c,6.85 Earths,2114,2014,15.252
3088,Kepler-23 b,0.8 Jupiters,2726,2011,13.567
3089,Kepler-23 c,2.7 Jupiters,2726,2011,13.567
3090,Kepler-23 d,17.6 Earths,2726,2014,13.567
3091,Kepler-240 b,2.45 Earths,2436,2014,15.953
3092,Kepler-240 c,0.322 Jupiters,2436,2014,15.953
3093,Kepler-241 b,6.04 Earths,1670,2014,15.708
